time_s,target,measurement,control,applied_control,error,integral,derivative
0.0,0.7,0.125,2.5,2.5,0.7,0.0,35.0
0.02,0.7,0.129835,0.2217,0.2217,0.575,0.0115,-6.25
0.04,0.7,0.17946275699999997,1.1223901399999996,1.1223901399999996,0.5701649999999999,0.022903299999999998,-0.24175000000000169
0.06,0.7,0.20526549636939997,0.695517544388,0.695517544388,0.5205372429999999,0.033314044859999996,-2.4813878499999995
0.08,0.7,0.2365279940477695,0.8305154499367904,0.8305154499367904,0.4947345036306,0.043208734932612,-1.290136968469996
0.1,0.7,0.2614244853132818,0.7344578193580148,0.7344578193580148,0.4634720059522305,0.05247817505165661,-1.5631248839184764
0.12,0.7,0.285324615705538,0.7394270931584069,0.7394270931584069,0.4385755146867182,0.06124968534539098,-1.244824563275615
0.14,0.7,0.3063451021738624,0.7057343450720261,0.7057343450720261,0.41467538429446194,0.06954319303128022,-1.1950065196128123
0.16,0.7,0.32560730606167354,0.6915891799300846,0.6915891799300846,0.39365489782613755,0.07741629098780296,-1.051024323416219
0.18,0.7,0.3429390494891561,0.672242174611325,0.672242174611325,0.3743926939383264,0.0849041448665695,-0.9631101943905568
0.2,0.7,0.35868060283554815,0.6577701164169976,0.6577701164169976,0.35706095051084386,0.09204536387678637,-0.866587171374128
0.22,0.7,0.37293029997812194,0.6436745456870236,0.6436745456870236,0.3413193971644518,0.0988717518200754,-0.7870776673196023
0.24,0.7,0.385863644385759,0.631597188130863,0.631597188130863,0.327069700021878,0.10541314582051296,-0.7124848571286896
0.26,0.7,0.39760192849234316,0.6206293265174423,0.6206293265174423,0.31413635561424097,0.11169587293279779,-0.6466672203818524
0.28,0.7,0.40826953605304067,0.6109540797062931,0.6109540797062931,0.3023980715076568,0.11774383436295092,-0.5869142053292087
0.3,0.7,0.4179718905554986,0.6023166261021993,0.6023166261021993,0.2917304639469593,0.1235784436418901,-0.5333803780348756
0.32,0.7,0.4268064842669833,0.5946637647851923,0.5946637647851923,0.28202810944450135,0.12921900583078014,-0.48511772512289664
0.34,0.7,0.4348598540309467,0.5878738795462504,0.5878738795462504,0.27319351573301665,0.13468287614544047,-0.4417296855742353
0.36,0.7,0.44221028942741125,0.5818685619602385,0.5818685619602385,0.2651401459690533,0.13998567906482154,-0.4026684881981685
0.38,0.7,0.44892799167067626,0.5765643342927118,0.5765643342927118,0.2577897105725887,0.1451414732762733,-0.3675217698232286
0.4,0.7,0.45507617111656484,0.5718915805884476,0.5718915805884476,0.2510720083293237,0.15016291344285979,-0.33588511216325057
0.42,0.7,0.46071163375769303,0.5677854239391287,0.5677854239391287,0.2449238288834351,0.1550613900205285,-0.307408972294429
