time_s,left_rad_s,right_rad_s,left_ctrl,right_ctrl,left_error,right_error
5.04,5.477500958440732,7.3033346112543125,5.530118957762536,7.37349194368338,0.5256880112151352,0.7009173482868434
5.0600000000000005,5.480670582919899,7.307560777226535,5.532969386826151,7.377292515768202,0.5224990415592679,0.6966653887456875
5.08,5.483820979575587,7.311761306100785,5.535802524394439,7.381070032525918,0.519329417080101,0.6924392227734648
5.1000000000000005,5.48695226504912,7.315936353398829,5.5386184753624175,7.3848246338165575,0.5161790204244134,0.6882386938992147
5.12,5.490064555274244,7.3200860736989934,5.541417343988783,7.388556458651712,0.51304773495088,0.6840636466011709
5.14,5.493157965481417,7.324210620641891,5.5441992338997705,7.392265645199696,0.5099354447257562,0.6799139263010066
5.16,5.496232610202078,7.328310146936106,5.546964248092989,7.395952330790654,0.5068420345185833,0.6757893793581093
5.18,5.499288603272887,7.332384804363851,5.549712488941235,7.399616651921647,0.5037673897979218,0.671689853063894
5.2,5.502326057839938,7.336434743786586,5.552444058196282,7.40325874426171,0.5007113967271133,0.6676151956361487
5.22,5.505345086362951,7.340460115150602,5.55515905699265,7.40687874265687,0.4976739421600618,0.6635652562134142
5.24,5.508345800619431,7.344461067492576,5.557857585851352,7.410476781135138,0.4946549136370493,0.6595398848493979
5.26,5.511328311708812,7.348437748945084,5.560539744683608,7.414052992911478,0.4916541993805694,0.6555389325074241
5.28,5.514292730056569,7.352390306742093,5.56320563279455,7.4176075103927355,0.4886716882911877,0.6515622510549157
5.3,5.517239165418302,7.356318887224404,5.565855348886899,7.421140465182535,0.48570726994343083,0.6476096932579072
5.32,5.520167726883805,7.360223635845076,5.568488991064616,7.424651988086158,0.48276083458169783,0.6436811127755959
5.34,5.523078522881105,7.364104697174808,5.571106656836538,7.428142209115386,0.4798322731161946,0.6397763641549243
5.36,5.525971661180469,7.367962214907294,5.573708443119983,7.431611257493312,0.47692147711889543,0.6358953028251921
5.38,5.528847248898405,7.371796331864542,5.576294446244347,7.43505926165913,0.4740283388195312,0.6320377850927059
5.4,5.531705392501619,7.375607190002161,5.57886476195466,7.438486349272879,0.47115275110159516,0.6282036681354581
5.42,5.534546197810963,7.37939493041462,5.581419485415136,7.441892647220182,0.4682946074983807,0.6243928099978389
5.44,5.537369770005348,7.383159693340466,5.583958711212702,7.445278281616935,0.4654538021890371,0.6206050695853804
5.46,5.540176213625642,7.386901618167524,5.5864825333604875,7.448643377813983,0.46263022999465164,0.616840306659534
5.48,5.542965632578538,7.390620843438052,5.588991045301317,7.451988060401756,0.4598237863743577,0.6130983818324758
5.5,5.545738130140402,7.394317506853871,5.591484339911164,7.455312453214884,0.4570343674214623,0.609379156561948
5.5200000000000005,5.548493808961098,7.397991745281466,5.593962509502589,7.4586166793367825,0.4542618698595984,0.6056824931461291
5.54,5.551232771067787,7.401643694757051,5.596425645828158,7.461900861104209,0.4515061910389022,0.6020082547185339
5.5600000000000005,5.553955117868704,7.4052734904916075,5.5988738400838445,7.465165120111791,0.4487672289322129,0.598356305242949
5.58,5.556660950156916,7.4088812668758885,5.601307182912398,7.468409577216529,0.4460448821312957,0.5947265095083925
5.6000000000000005,5.559350368114047,7.412467157485397,5.603725764406706,7.4716343525422735,0.44333904984308425,0.5911187331241115
5.62,5.562023471313994,7.416031295085326,5.6061296741131255,7.474839565484167,0.44064963188595296,0.5875328425146034
5.64,5.564680358726612,7.419573811635483,5.6085190010348045,7.47802533471307,0.437976528686006,0.5839687049146738
5.66,5.5673211287213755,7.423094838295167,5.610893833634966,7.481191778179953,0.43531964127338796,0.580426188364517
5.68,5.569945879071023,7.42659450542803,5.613254259840198,7.484339013120263,0.4326788712786245,0.5769051617048326
5.7,5.5725547069551755,7.4300729426069,5.615600367043697,7.487467156058263,0.4300541209289772,0.5734054945719702
5.72,5.575147708963938,7.433530278618583,5.617932242108511,7.490576322811348,0.4274452930448245,0.5699270573930999
5.74,5.577724981101469,7.436966641468626,5.6202499713707486,7.493666628494332,0.42485229103606237,0.5664697213814174
5.76,5.580286618789544,7.440382158386059,5.622553640642784,7.496738187523713,0.4222750188985307,0.5630333585313743
5.78,5.5828327168710805,7.443776955828107,5.6248433352164255,7.4997911136218995,0.41971338121045587,0.5596178416139406
5.8,5.585363369613652,7.447151159484869,5.627119139866079,7.502825519821441,0.4171672831289195,0.5562230441718929
5.82,5.587878670712979,7.450504894283973,5.629381138851889,7.505841518469186,0.41463663038634824,0.5528488405151313
5.84,5.5903787132964,7.453838284395201,5.631629415922848,7.508839221230464,0.4121213292870207,0.5494951057160273
5.86,5.592863589926315,7.457151453235087,5.633864054319909,7.511818739093212,0.4096212867036,0.5461617156047991
5.88,5.595333392603615,7.460444523471487,5.6360851367790605,7.514780182372082,0.40713641007368473,0.5428485467649127
5.9,5.597788212771087,7.463717617028117,5.63829274553439,7.51772366071252,0.4046666073963854,0.5395554765285127
5.92,5.600228141316804,7.466970855089073,5.640486962321133,7.520649283094845,0.4022117872289126,0.5362823829718826
5.94,5.602653268577484,7.470204358103312,5.642667868378695,7.523557157838259,0.399771858683196,0.5330291449109268
5.96,5.605063684341837,7.473418245789116,5.644835544453659,7.526447392604879,0.3973467314225161,0.5297956418966878
5.98,5.607459477853891,7.476612637138521,5.6469900708027785,7.529320094403706,0.3949363156581631,0.5265817542108842
