time_s,lateral_error_m,yaw_rad,yaw_rate_cmd
7.3500000000000005,-0.704141716420529,0.8209447169371866,1.0011659931838366
7.4,-0.6926745131774295,0.8702346370866236,0.9857984029887406
7.45,-0.6807521135299417,0.9187218530090437,0.9697443184484011
7.5,-0.668409651474813,0.9663745009561396,0.9530529589419183
7.550000000000001,-0.6556820018555735,1.0131631765593765,0.9357735120647381
7.6000000000000005,-0.6426035617634133,1.0590609166892666,0.9179548025978028
7.65,-0.6292080512364984,1.1040431660127055,0.8996449864687786
7.7,-0.6155283342353898,1.1480877295992604,0.8808912717310976
7.75,-0.6015962604312033,1.1911747129957377,0.8617396679295456
7.800000000000001,-0.5874425279389756,1.233286451225922,0.8422347646036845
7.8500000000000005,-0.573096566767648,1.2744074281816504,0.8224195391145658
7.9,-0.5585864424441623,1.3145241878553857,0.8023351934747072
7.95,-0.5439387790043454,1.3536252388264771,0.7820210194218272
8.0,-0.5291787003277001,1.3917009533567812,0.7615142906060836
8.05,-0.5143297886255483,1.4287434623797202,0.74085018045878
8.1,-0.49941405876957506,1.4647465475835086,0.7200617040757676
8.15,-0.4844519470671731,1.4997055316973789,0.699179682277405
8.200000000000001,-0.4694623130468945,1.533617167992081,0.6782327258940423
8.25,-0.4544624528071929,1.5664795299053635,0.6572472382656522
8.3,-0.4394681224997404,1.598291901601867,0.63624743393007
8.35,-0.42449357056018777,1.629054670176849,0.6152553714996365
8.4,-0.40955157735973813,1.658769220116062,0.5942909987842628
8.450000000000001,-0.3946535010260415,1.6874378305312436,0.5733722083036333
8.5,-0.37980932826776964,1.7150635756030665,0.5525149014364581
8.55,-0.36502772913029596,1.7416502285818105,0.5317330595748775
8.6,-0.3503161147071263,1.7672021696209312,0.5110388207824144
8.65,-0.3356806969304899,1.7917242976504302,0.4904425605899768
8.700000000000001,-0.32112654966263576,1.8152219464355646,0.46995297570268585
8.75,-0.3066576704051284,1.837700804911949,0.44957716952769006
8.8,-0.2922770420354197,1.859166841840308,0.4293207385671798
8.85,-0.2779866940671573,1.8796262347827875,0.4091878588495876
8.9,-0.2637877630123484,1.8990853033674884,0.38918137169402023
8.950000000000001,-0.24968055149915375,1.9175504467783528,0.36930286821728775
9.0,-0.23566458586850303,1.9350280853832935,0.34955277209881525
9.05,-0.22173867203582542,1.9515246063940888,0.32993042021590424
9.1,-0.20790094946106757,1.9670463134365965,0.3104341408501556
9.15,-0.19414894312101869,1.9815993798988714,0.2910613292454946
9.200000000000001,-0.1804796134230645,1.9951898059173427,0.27180852036942615
9.25,-0.16688940403919586,2.007823378856957,0.2526714587922903
9.3,-0.15337428767378827,2.0195056371397007,0.2336451656548742
9.35,-0.13992980980875966,2.030241837276866,0.21472400274330358
9.4,-0.12655113049562064,2.040036923963479,0.19590173373226352
9.450000000000001,-0.11323306428607452,2.0488955030981724,0.17717158269386887
9.5,-0.09997011841160416,2.0568218175981974,0.1585262900005043
9.55,-0.08675652933828681,2.0638197258870097,0.1399581657762458
9.600000000000001,-0.07358629783626415,2.0698926829406896,0.12145914107360153
9.65,-0.060453222714195495,2.075043723789228,0.1030208169707698
9.700000000000001,-0.04735093337793643,2.079275449379222,0.08463451179987369
9.75,-0.03427292137987936,2.0825900147156773,0.066291306729111
9.8,-0.02121257113109966,2.0849891192122687,0.047982089931831104
9.850000000000001,-0.008163189952866728,2.086473999191446,0.02969759958353952
9.9,0.0048819623526330114,2.0870454224881465,0.011428465934013417
9.950000000000001,0.01792964423022913,2.0867036851234624,-0.0068347472936862155
10.0,0.03098660321484925,2.0854486100273464,-0.02510150192232078
10.05,0.04405954670572221,2.0832795478023067,-0.04338124450078895
10.100000000000001,0.05715511248798538,2.0801953795329062,-0.061683365388011085
10.15,0.07027983881913544,2.0761945216587474,-0.08001715748317953
10.200000000000001,0.08344013389981064,2.071274932941408,-0.09839177434678961
10.25,0.09664224455141783,2.065434123568421,-0.11681618745973489
10.3,0.10989222392723519,2.058669166449822,-0.13529914237198495
10.350000000000001,0.12319589808898729,2.0509767107749157,-0.15384911349812924
10.4,0.13655883128768823,2.0423529979086865,-0.1724742573245822
10.450000000000001,0.14998628979600725,2.0327938797185485,-0.19118236380276352
10.5,0.16348320414978465,2.022294839432828,-0.20998080571441013
10.55,0.17705412966890782,2.010851015142343,-0.2288764858096985
10.600000000000001,0.19070320514286945,1.9984572260655196,-0.24787578153647094
10.65,0.20443410958432634,1.9851080017055187,-0.2669844872000172
10.700000000000001,0.2182500169752368,1.970797614034616,-0.2862077534180569
10.75,0.2321535489550762,1.9555201128463493,-0.3055500237653315
10.8,0.246146725429629,1.939269364419494,-0.32501496853710665
10.850000000000001,0.26023091311235075,1.92203909363942,-0.3446054156014806
